2015-08-21 19:19:58.795000,87134
2015-08-21 19:19:59.777000,87031
2015-08-21 19:20:00.788000,86917
2015-08-21 19:20:01.789000,87437
2015-08-21 19:20:02.780000,87603
2015-08-21 19:20:03.781000,87762
2015-08-21 19:20:04.787000,87061
2015-08-21 19:20:05.778000,88349
2015-08-21 19:20:06.779000,88817
2015-08-21 19:20:07.790000,88353
2015-08-21 19:20:08.781000,89135
2015-08-21 19:20:09.782000,89129
2015-08-21 19:20:10.783000,88604
2015-08-21 19:20:11.774000,89466
2015-08-21 19:20:12.775000,88997
2015-08-21 19:20:13.786000,88894
2015-08-21 19:20:14.778000,88504
2015-08-21 19:20:15.779000,88606
2015-08-21 19:20:16.780000,87635
2015-08-21 19:20:17.771000,86504
2015-08-21 19:20:18.782000,86362
2015-08-21 19:20:19.793000,86669
2015-08-21 19:20:20.783000,85171
2015-08-21 19:20:21.785000,86989
2015-08-21 19:20:22.776000,86248
2015-08-21 19:20:23.788000,86947
2015-08-21 19:20:24.779000,87185
2015-08-21 19:20:25.780000,87246
2015-08-21 19:20:26.771000,87754
2015-08-21 19:20:27.782000,87932
2015-08-21 19:20:28.773000,88127
2015-08-21 19:20:29.774000,87443
2015-08-21 19:20:30.765000,87935
2015-08-21 19:20:31.777000,88860
2015-08-21 19:20:32.785000,88460
2015-08-21 19:20:33.777000,88837
2015-08-21 19:20:34.788000,88764
2015-08-21 19:20:35.770000,87789
2015-08-21 19:20:36.784000,87363
2015-08-21 19:20:37.775000,87117
2015-08-21 19:20:38.776000,85944
2015-08-21 19:20:39.768000,86278
2015-08-21 19:20:40.779000,85591
2015-08-21 19:20:41.771000,86740
2015-08-21 19:20:42.772000,85822
2015-08-21 19:20:43.783000,86343
2015-08-21 19:20:44.774000,87220
2015-08-21 19:20:45.776000,86962
2015-08-21 19:20:46.767000,87493
2015-08-21 19:20:47.778000,87851
2015-08-21 19:20:48.769000,87984
2015-08-21 19:20:49.781000,87807
2015-08-21 19:20:50.772000,88163
2015-08-21 19:20:51.773000,88185
2015-08-21 19:20:52.764000,88550
2015-08-21 19:20:53.775000,88465
2015-08-21 19:20:54.776000,88340
2015-08-21 19:20:55.777000,87986
2015-08-21 19:20:56.778000,87928
2015-08-21 19:20:57.769000,87102
2015-08-21 19:20:58.780000,86822
2015-08-21 19:20:59.804000,86317
2015-08-21 19:21:00.776000,86872
2015-08-21 19:21:01.768000,86583
2015-08-21 19:21:02.770000,86714
2015-08-21 19:21:03.761000,86011
2015-08-21 19:21:04.772000,86863
2015-08-21 19:21:05.763000,87205
2015-08-21 19:21:06.775000,87386
2015-08-21 19:21:07.776000,87811
2015-08-21 19:21:08.767000,87805
2015-08-21 19:21:09.778000,87756
2015-08-21 19:21:10.769000,88015
