2015-08-17 13:10:35.003000,61932
2015-08-17 13:10:36.005000,61756
2015-08-17 13:10:36.996000,62479
2015-08-17 13:10:38.008000,62191
2015-08-17 13:10:38.999000,61755
2015-08-17 13:10:40.000000,62155
2015-08-17 13:10:41.011000,61504
2015-08-17 13:10:42.002000,60924
2015-08-17 13:10:43.004000,62197
2015-08-17 13:10:43.995000,61828
2015-08-17 13:10:45.006000,61895
2015-08-17 13:10:45.997000,61323
2015-08-17 13:10:47.008000,62437
2015-08-17 13:10:47.999000,62580
2015-08-17 13:10:49.000000,62498
2015-08-17 13:10:49.992000,62943
2015-08-17 13:10:51.004000,62589
2015-08-17 13:10:52.005000,63022
2015-08-17 13:10:52.996000,63312
2015-08-17 13:10:54.007000,62313
2015-08-17 13:10:54.998000,62397
2015-08-17 13:10:56.000000,61519
2015-08-17 13:10:56.991000,61714
2015-08-17 13:10:58.003000,61389
2015-08-17 13:10:58.994000,62130
2015-08-17 13:10:59.996000,62015
2015-08-17 13:11:01.008000,60766
2015-08-17 13:11:01.999000,61034
2015-08-17 13:11:03.006000,62478
2015-08-17 13:11:03.997000,62166
2015-08-17 13:11:04.998000,62115
2015-08-17 13:11:05.990000,62221
2015-08-17 13:11:07.001000,62472
2015-08-17 13:11:07.993000,62050
2015-08-17 13:11:08.993000,62145
2015-08-17 13:11:10.005000,63238
2015-08-17 13:11:10.986000,63050
2015-08-17 13:11:11.997000,62708
2015-08-17 13:11:12.998000,62427
2015-08-17 13:11:13.989000,62239
2015-08-17 13:11:14.999000,63006
2015-08-17 13:11:16.000000,63069
2015-08-17 13:11:16.992000,62672
2015-08-17 13:11:18.003000,63589
2015-08-17 13:11:18.994000,63259
2015-08-17 13:11:19.996000,62948
2015-08-17 13:11:20.987000,62207
2015-08-17 13:11:21.998000,62330
2015-08-17 13:11:22.989000,62584
2015-08-17 13:11:23.990000,62675
2015-08-17 13:11:25.003000,62514
2015-08-17 13:11:25.994000,62383
2015-08-17 13:11:26.996000,62580
2015-08-17 13:11:27.987000,63149
2015-08-17 13:11:28.999000,63015
2015-08-17 13:11:29.985000,63672
2015-08-17 13:11:30.996000,63474
2015-08-17 13:11:31.987000,64690
2015-08-17 13:11:32.989000,66964
2015-08-17 13:11:34.000000,66006
2015-08-17 13:11:34.991000,65987
2015-08-17 13:11:35.993000,66075
2015-08-17 13:11:36.985000,66239
2015-08-17 13:11:37.996000,66482
2015-08-17 13:11:38.987000,66041
2015-08-17 13:11:39.988000,65734
2015-08-17 13:11:40.979000,64877
2015-08-17 13:11:41.990000,65025
2015-08-17 13:11:42.993000,65803
2015-08-17 13:11:43.986000,65709
2015-08-17 13:11:44.997000,65367
2015-08-17 13:11:45.988000,65278
2015-08-17 13:11:46.989000,65470
2015-08-17 13:11:47.981000,65301
2015-08-17 13:11:48.992000,65973
2015-08-17 13:11:49.984000,66832
2015-08-17 13:11:50.986000,66790
2015-08-17 13:11:51.997000,66903
2015-08-17 13:11:52.988000,66642
2015-08-17 13:11:53.989000,65920
2015-08-17 13:11:54.980000,66471
2015-08-17 13:11:55.991000,65688
2015-08-17 13:11:56.983000,65869
2015-08-17 13:11:57.986000,65719
2015-08-17 13:11:58.979000,65478
2015-08-17 13:11:59.983000,66005
2015-08-17 13:12:00.996000,64722
2015-08-17 13:12:01.990000,64513
2015-08-17 13:12:02.994000,64833
2015-08-17 13:12:03.985000,64794
2015-08-17 13:12:04.986000,64908
2015-08-17 13:12:05.978000,65525
2015-08-17 13:12:06.990000,65104
2015-08-17 13:12:07.981000,65719
2015-08-17 13:12:08.992000,65966
2015-08-17 13:12:09.983000,66172
2015-08-17 13:12:10.985000,66476
2015-08-17 13:12:11.976000,66661
2015-08-17 13:12:12.987000,66675
2015-08-17 13:12:13.988000,66104
2015-08-17 13:12:14.979000,65528
2015-08-17 13:12:15.990000,65248
2015-08-17 13:12:16.981000,65713
2015-08-17 13:12:17.983000,65805
2015-08-17 13:12:18.974000,65623
2015-08-17 13:12:19.985000,65981
2015-08-17 13:12:20.976000,65362
2015-08-17 13:16:46.993000,65922
2015-08-17 13:16:47.995000,65820
2015-08-17 13:16:48.987000,65739
2015-08-17 13:16:49.998000,66403
2015-08-17 13:16:50.990000,66944
2015-08-17 13:16:51.991000,66237
2015-08-17 13:16:52.981000,66409
2015-08-17 13:16:53.996000,65857
2015-08-17 13:16:54.987000,65736
2015-08-17 13:16:55.988000,65678
2015-08-17 13:16:56.999000,65389
2015-08-17 13:16:57.990000,64011
2015-08-17 13:16:58.991000,64304
2015-08-17 13:16:59.992000,64238
2015-08-17 13:17:00.983000,63852
2015-08-17 13:17:01.994000,63213
2015-08-17 13:17:02.995000,64405
2015-08-17 13:17:03.986000,64464
2015-08-17 13:17:04.998000,64813
2015-08-17 13:17:05.989000,64286
2015-08-17 13:17:06.990000,64981
2015-08-17 13:17:07.981000,65293
2015-08-17 13:17:08.992000,65150
2015-08-17 13:17:09.983000,65963
2015-08-17 13:17:10.995000,66088
2015-08-17 13:17:11.986000,63574
2015-08-17 13:17:12.988000,63636
2015-08-17 13:17:13.980000,63011
2015-08-17 13:17:14.993000,62889
2015-08-17 13:17:15.984000,62203
2015-08-17 13:17:16.986000,62483
2015-08-17 13:17:17.978000,62500
2015-08-17 13:17:18.991000,62005
2015-08-17 13:17:19.992000,63334
2015-08-17 13:17:20.983000,62146
2015-08-17 13:17:21.995000,62107
2015-08-17 13:17:22.986000,61932
2015-08-17 13:17:23.987000,62228
2015-08-17 13:17:24.978000,62541
2015-08-17 13:17:25.990000,62345
2015-08-17 13:17:26.981000,62235
2015-08-17 13:17:27.992000,62652
2015-08-17 13:17:28.983000,62392
2015-08-17 13:17:29.984000,63349
2015-08-17 13:17:30.975000,63440
2015-08-17 13:19:11.035000,66724
2015-08-17 13:19:12.036000,66999
2015-08-17 13:19:13.026000,66427
2015-08-17 13:19:14.037000,66411
2015-08-17 13:19:15.028000,65930
2015-08-17 13:19:16.039000,65773
2015-08-17 13:19:17.041000,66085
2015-08-17 13:19:18.032000,66159
2015-08-17 13:19:19.034000,66029
2015-08-17 13:19:20.045000,65733
2015-08-17 13:19:21.026000,65347
2015-08-17 13:19:22.037000,64840
2015-08-17 13:19:23.038000,65246
2015-08-17 13:19:24.030000,65359
2015-08-17 13:19:25.042000,64127
2015-08-17 13:19:26.033000,65195
2015-08-17 13:19:27.034000,65753
2015-08-17 13:19:28.025000,65433
2015-08-17 13:19:29.037000,65923
2015-08-17 13:19:30.028000,66275
2015-08-17 13:19:31.029000,66528
2015-08-17 13:19:32.041000,65714
2015-08-17 13:19:33.033000,66490
2015-08-17 13:19:34.034000,65338
2015-08-17 13:19:35.027000,65203
2015-08-17 13:19:36.038000,65083
2015-08-17 13:19:37.029000,64464
2015-08-17 13:19:38.030000,63918
2015-08-17 13:19:39.021000,63762
2015-08-17 13:19:40.033000,63052
2015-08-17 13:19:41.024000,62867
2015-08-17 13:19:42.026000,62512
