2015-07-30 15:54:51.660000,8370
2015-07-30 15:54:52.651000,8372
2015-07-30 15:54:53.651000,8480
2015-07-30 15:54:54.641000,8422
2015-07-30 15:54:55.651000,8540
2015-07-30 15:54:56.641000,8276
2015-07-30 15:54:57.651000,8397
2015-07-30 15:54:58.641000,8132
2015-07-30 15:54:59.651000,8279
2015-07-30 15:55:00.641000,8423
2015-07-30 15:55:01.651000,8132
2015-07-30 15:55:02.641000,8311
2015-07-30 15:55:03.651000,8227
2015-07-30 15:55:04.641000,8470
2015-07-30 15:55:05.651000,8309
2015-07-30 15:55:06.641000,8292
2015-07-30 15:55:07.651000,8355
2015-07-30 15:55:08.643000,8413
2015-07-30 15:55:09.643000,8376
2015-07-30 15:55:10.643000,8225
2015-07-30 15:55:11.643000,8232
2015-07-30 15:55:12.633000,8307
2015-07-30 15:55:13.643000,8236
2015-07-30 15:55:14.653000,8416
2015-07-30 15:55:15.643000,8190
2015-07-30 15:55:16.653000,8316
2015-07-30 15:55:17.643000,8213
2015-07-30 15:55:18.653000,8205
2015-07-30 15:55:19.643000,8110
2015-07-30 15:55:20.653000,8248
2015-07-30 15:55:21.643000,8250
2015-07-30 15:55:22.643000,8182
2015-07-30 15:55:23.643000,8416
2015-07-30 15:55:24.643000,8435
2015-07-30 15:55:25.644000,8416
2015-07-30 15:55:26.644000,8163
2015-07-30 15:55:27.644000,8333
2015-07-30 15:55:28.644000,8283
2015-07-30 15:55:29.634000,8249
2015-07-30 15:55:30.644000,8364
2015-07-30 15:55:31.634000,8459
2015-07-30 15:55:32.644000,8313
2015-07-30 15:55:33.634000,8160
2015-07-30 15:55:34.644000,8225
2015-07-30 15:55:35.634000,8373
2015-07-30 15:55:36.644000,8200
2015-07-30 15:55:37.634000,8249
2015-07-30 15:55:38.644000,8228
2015-07-30 15:55:39.634000,8178
2015-07-30 15:55:40.644000,8173
2015-07-30 15:55:41.634000,8211
2015-07-30 15:55:42.644000,8232
2015-07-30 15:55:43.635000,8110
2015-07-30 15:55:44.645000,8060
2015-07-30 15:55:45.635000,8246
2015-07-30 15:55:46.645000,8421
2015-07-30 15:55:47.635000,8220
2015-07-30 15:55:48.645000,8379
2015-07-30 15:55:49.635000,8411
2015-07-30 15:55:50.645000,8343
2015-07-30 15:55:51.635000,8240
2015-07-30 15:55:52.635000,8114
